scheme,segment_id,count,target_mean,target_std
grid_coarse,130004,2,0.9079999923706055,0.21700002253055573
grid_coarse,130008,2,1.066999912261963,0.13099999725818634
grid_coarse,150003,2,0.8515000343322754,0.33250001072883606
grid_coarse,180001,2,0.5989999771118164,0.05499998852610588
grid_coarse,10011,1,2.875,9.99999993922529e-09
grid_coarse,20016,1,0.6589999794960022,9.99999993922529e-09
grid_coarse,30014,1,5.000010013580322,9.99999993922529e-09
grid_coarse,40008,1,2.5980000495910645,9.99999993922529e-09
grid_coarse,40011,1,1.8539999723434448,9.99999993922529e-09
grid_coarse,50006,1,0.42500001192092896,9.99999993922529e-09
grid_coarse,50007,1,2.5889999866485596,9.99999993922529e-09
grid_coarse,50009,1,0.26600000262260437,9.99999993922529e-09
grid_coarse,50015,1,0.22499999403953552,9.99999993922529e-09
grid_coarse,60005,1,2.0,9.99999993922529e-09
grid_coarse,60011,1,0.968999981880188,9.99999993922529e-09
grid_coarse,70010,1,0.6620000004768372,9.99999993922529e-09
grid_coarse,80007,1,0.906000018119812,9.99999993922529e-09
grid_coarse,90003,1,5.000010013580322,9.99999993922529e-09
grid_coarse,90009,1,1.2230000495910645,9.99999993922529e-09
grid_coarse,90011,1,0.984000027179718,9.99999993922529e-09
grid_coarse,100007,1,1.378999948501587,9.99999993922529e-09
grid_coarse,110008,1,0.8889999985694885,9.99999993922529e-09
grid_coarse,120001,1,2.9539999961853027,9.99999993922529e-09
grid_coarse,120004,1,1.468999981880188,9.99999993922529e-09
grid_coarse,120008,1,1.2760000228881836,9.99999993922529e-09
grid_coarse,130001,1,0.9620000123977661,9.99999993922529e-09
grid_coarse,140003,1,0.8640000224113464,9.99999993922529e-09
grid_coarse,140004,1,1.125,9.99999993922529e-09
grid_coarse,140005,1,1.0490000247955322,9.99999993922529e-09
grid_coarse,140008,1,0.6069999933242798,9.99999993922529e-09
grid_coarse,150004,1,0.7910000085830688,9.99999993922529e-09
grid_coarse,150007,1,0.8560000061988831,9.99999993922529e-09
grid_coarse,180006,1,0.4399999976158142,9.99999993922529e-09
grid_fine,50023,53,2.148509979248047,1.2101445198059082
grid_fine,50024,26,2.0828464031219482,0.5266637206077576
grid_fine,28,16,1.3442500829696655,0.3186590075492859
grid_fine,40024,16,2.597626209259033,1.1109269857406616
grid_fine,60023,14,2.373142719268799,0.6256507635116577
grid_fine,200006,14,4.236362934112549,0.9506241679191589
grid_fine,40023,11,2.946820020675659,1.2185248136520386
grid_fine,40025,11,2.2034552097320557,1.0824761390686035
grid_fine,60024,11,2.7594563961029053,1.2908706665039062
grid_fine,190008,11,3.5698211193084717,1.1265454292297363
grid_fine,60022,10,2.671299934387207,1.022613286972046
grid_fine,60019,9,2.6396677494049072,0.9055771231651306
grid_fine,200007,9,2.9071121215820312,1.2251132726669312
grid_fine,210007,9,2.1953344345092773,1.086644172668457
grid_fine,50025,8,2.3503761291503906,1.143786907196045
grid_fine,110020,8,0.856374979019165,0.3381948173046112
grid_fine,180009,8,2.748624801635742,0.7807595729827881
grid_fine,210008,8,2.5486249923706055,0.9746941924095154
grid_fine,10027,7,3.6222870349884033,1.1249550580978394
grid_fine,50022,7,4.375004291534424,0.6882239580154419
grid_fine,60025,7,2.2019999027252197,0.5242289304733276
grid_fine,240011,7,1.3431428670883179,0.4255213439464569
grid_fine,180008,6,2.950833320617676,0.6283262372016907
grid_fine,190009,6,2.7795016765594482,1.0505274534225464
grid_fine,20027,5,2.101799964904785,1.001031517982483
grid_fine,50026,5,1.1967999935150146,0.18899884819984436
grid_fine,60027,5,1.0742000341415405,0.19169186055660248
grid_fine,160017,5,0.6033999919891357,0.0978439673781395
grid_fine,210011,5,0.832800030708313,0.20729728043079376
grid_fine,10028,4,1.8547500371932983,0.3626529574394226
grid_fine,70017,4,3.364000082015991,0.40171074867248535
grid_fine,160010,4,1.6514999866485596,0.5055756568908691
grid_fine,170008,4,2.615499973297119,0.3947572112083435
grid_fine,170017,4,1.0022499561309814,0.0993211418390274
grid_fine,200008,4,1.9110000133514404,0.6127667427062988
grid_fine,200012,4,0.9294999837875366,0.24339012801647186
grid_fine,210006,4,3.409250020980835,0.5966742038726807
grid_fine,240010,4,1.2000000476837158,0.5063689351081848
grid_fine,30025,3,5.000010013580322,9.99999993922529e-09
grid_fine,30026,3,2.56499981880188,0.6468060612678528
grid_fine,60020,3,2.5123331546783447,1.0235168933868408
grid_fine,60026,3,1.4970000982284546,0.5534154176712036
grid_fine,70027,3,0.8686666488647461,0.16099761426448822
grid_fine,170016,3,0.6809999942779541,0.2010190784931183
grid_fine,230008,3,1.471666693687439,0.30084583163261414
grid_fine,260012,3,1.565000057220459,0.1470533311367035
grid_fine,330000,3,0.890666663646698,0.13421957194805145
grid_fine,27,2,2.0329999923706055,0.3489999771118164
grid_fine,30027,2,2.323499917984009,0.5914999842643738
grid_fine,40028,2,0.859499990940094,0.002500007627531886
grid_fine,90014,2,2.0350000858306885,0.6620000004768372
grid_fine,120019,2,0.6519999504089355,0.06700000911951065
grid_fine,120025,2,0.9564999938011169,0.13750000298023224
grid_fine,160009,2,1.3140000104904175,0.1860000044107437
grid_fine,180010,2,3.112499952316284,0.10450006276369095
grid_fine,190013,2,1.2730000019073486,0.38499999046325684
grid_fine,200009,2,2.2750000953674316,0.550000011920929
grid_fine,200020,2,2.320499897003174,0.1065000370144844
grid_fine,220006,2,3.4744999408721924,0.7574999332427979
grid_fine,220007,2,1.2325000762939453,0.01350004505366087
grid_fine,220011,2,1.0924999713897705,0.07450003176927567
grid_fine,220015,2,1.4300000667572021,0.19500000774860382
grid_fine,230005,2,1.7020000219345093,0.3270000219345093
grid_fine,230010,2,1.1779999732971191,0.3330000042915344
grid_fine,230011,2,1.1825000047683716,0.39250001311302185
grid_fine,240004,2,1.9249999523162842,0.5369999408721924
grid_fine,240012,2,1.8240000009536743,0.05499995872378349
grid_fine,250006,2,0.5665000081062317,0.033500026911497116
grid_fine,250012,2,1.7630000114440918,0.2560000419616699
grid_fine,260008,2,0.9079999923706055,0.21700002253055573
grid_fine,270007,2,0.9735000133514404,0.27649998664855957
grid_fine,270010,2,0.6644999980926514,0.07050002366304398
grid_fine,320000,2,0.8370000123977661,0.02700001932680607
grid_fine,360003,2,0.5989999771118164,0.05499998852610588
grid_fine,20028,1,1.7139999866485596,9.99999993922529e-09
grid_fine,30022,1,2.875,9.99999993922529e-09
grid_fine,30029,1,1.6349999904632568,9.99999993922529e-09
grid_fine,40027,1,1.0420000553131104,9.99999993922529e-09
grid_fine,40030,1,0.9480000138282776,9.99999993922529e-09
grid_fine,40031,1,0.9670000076293945,9.99999993922529e-09
grid_fine,40032,1,0.6589999794960022,9.99999993922529e-09
grid_fine,50027,1,1.527999997138977,9.99999993922529e-09
grid_fine,50028,1,2.8310000896453857,9.99999993922529e-09
grid_fine,50030,1,1.0420000553131104,9.99999993922529e-09
grid_fine,60021,1,2.0409998893737793,9.99999993922529e-09
grid_fine,60028,1,5.000010013580322,9.99999993922529e-09
grid_fine,70019,1,2.3469998836517334,9.99999993922529e-09
grid_fine,80014,1,1.3799999952316284,9.99999993922529e-09
grid_fine,80016,1,2.5980000495910645,9.99999993922529e-09
grid_fine,80023,1,1.8539999723434448,9.99999993922529e-09
grid_fine,100014,1,2.5889999866485596,9.99999993922529e-09
grid_fine,100018,1,0.26600000262260437,9.99999993922529e-09
grid_fine,110013,1,0.42500001192092896,9.99999993922529e-09
grid_fine,110030,1,0.22499999403953552,9.99999993922529e-09
grid_fine,120023,1,0.968999981880188,9.99999993922529e-09
grid_fine,130011,1,2.0,9.99999993922529e-09
grid_fine,140016,1,0.6470000147819519,9.99999993922529e-09
grid_fine,140019,1,0.42500001192092896,9.99999993922529e-09
grid_fine,140020,1,0.6620000004768372,9.99999993922529e-09
grid_fine,150017,1,0.8270000219345093,9.99999993922529e-09
grid_fine,150018,1,0.5809999704360962,9.99999993922529e-09
grid_fine,150019,1,0.6460000276565552,9.99999993922529e-09
grid_fine,160015,1,0.906000018119812,9.99999993922529e-09
grid_fine,160018,1,0.9319999814033508,9.99999993922529e-09
grid_fine,160019,1,0.5199999809265137,9.99999993922529e-09
grid_fine,170009,1,4.125999927520752,9.99999993922529e-09
grid_fine,180014,1,0.5759999752044678,9.99999993922529e-09
grid_fine,190007,1,5.000010013580322,9.99999993922529e-09
grid_fine,190014,1,0.6890000104904175,9.99999993922529e-09
grid_fine,190018,1,1.2230000495910645,9.99999993922529e-09
grid_fine,190023,1,0.984000027179718,9.99999993922529e-09
grid_fine,200013,1,0.7730000019073486,9.99999993922529e-09
grid_fine,210009,1,3.2939999103546143,9.99999993922529e-09
grid_fine,210012,1,1.3040000200271606,9.99999993922529e-09
grid_fine,210015,1,1.378999948501587,9.99999993922529e-09
grid_fine,220008,1,1.7020000219345093,9.99999993922529e-09
grid_fine,220016,1,0.8889999985694885,9.99999993922529e-09
grid_fine,230006,1,3.440999984741211,9.99999993922529e-09
grid_fine,230009,1,1.6649999618530273,9.99999993922529e-09
grid_fine,230014,1,1.0,9.99999993922529e-09
grid_fine,240002,1,2.9539999961853027,9.99999993922529e-09
grid_fine,240006,1,1.3259999752044678,9.99999993922529e-09
grid_fine,240009,1,1.468999981880188,9.99999993922529e-09
grid_fine,250005,1,0.75,9.99999993922529e-09
grid_fine,250010,1,1.187999963760376,9.99999993922529e-09
grid_fine,250016,1,1.2760000228881836,9.99999993922529e-09
grid_fine,260003,1,0.9620000123977661,9.99999993922529e-09
grid_fine,260010,1,0.5659999847412109,9.99999993922529e-09
grid_fine,260016,1,0.9359999895095825,9.99999993922529e-09
grid_fine,270006,1,0.718999981880188,9.99999993922529e-09
grid_fine,270016,1,1.1979999542236328,9.99999993922529e-09
grid_fine,280009,1,1.125,9.99999993922529e-09
grid_fine,280010,1,1.0490000247955322,9.99999993922529e-09
grid_fine,290007,1,0.8640000224113464,9.99999993922529e-09
grid_fine,290016,1,0.6069999933242798,9.99999993922529e-09
grid_fine,300007,1,0.5189999938011169,9.99999993922529e-09
grid_fine,300008,1,0.7910000085830688,9.99999993922529e-09
grid_fine,310007,1,1.184000015258789,9.99999993922529e-09
grid_fine,310015,1,0.8560000061988831,9.99999993922529e-09
grid_fine,360012,1,0.4399999976158142,9.99999993922529e-09
kmeans32,28,60,2.094900369644165,1.0357515811920166
kmeans32,1,55,2.907456159591675,1.2439215183258057
kmeans32,0,38,3.2861075401306152,1.367476463317871
kmeans32,11,37,2.982028007507324,0.986749529838562
kmeans32,13,36,2.1578612327575684,0.8732301592826843
kmeans32,31,35,2.5320301055908203,1.2182135581970215
kmeans32,4,27,1.9348891973495483,1.1260243654251099
kmeans32,2,25,1.3605999946594238,0.4387267529964447
kmeans32,15,17,2.7704124450683594,0.8782067894935608
kmeans32,17,17,0.8002352714538574,0.22223982214927673
kmeans32,26,17,2.152353286743164,0.9143311381340027
kmeans32,24,15,1.4621340036392212,1.0637807846069336
kmeans32,18,12,2.156749963760376,0.8671057224273682
kmeans32,30,12,2.4023334980010986,0.8462056517601013
kmeans32,19,11,0.7655454277992249,0.33915865421295166
kmeans32,9,9,0.9224444627761841,0.3293488919734955
kmeans32,16,9,0.887222170829773,0.2316591441631317
kmeans32,25,8,0.9566249847412109,0.23984839022159576
kmeans32,7,7,0.9957142472267151,0.2839586138725281
kmeans32,10,7,1.37842857837677,0.8900785446166992
kmeans32,6,6,1.843666911125183,0.8467434644699097
kmeans32,21,6,2.5199999809265137,1.064247488975525
kmeans32,3,5,0.5667999982833862,0.08698828518390656
kmeans32,5,5,0.8692000508308411,0.10858988016843796
kmeans32,12,5,0.9746000170707703,0.24142709374427795
kmeans32,27,5,1.225600004196167,0.2635660171508789
kmeans32,8,4,0.8395000696182251,0.23682959377765656
kmeans32,14,3,0.9606666564941406,0.11242280900478363
kmeans32,22,3,1.875,0.6360047459602356
kmeans32,29,2,0.5989999771118164,0.05499998852610588
kmeans32,20,1,0.22499999403953552,9.99999993922529e-09
kmeans32,23,1,0.4399999976158142,9.99999993922529e-09
kmeans96,5,25,1.6207199096679688,0.6614617109298706
kmeans96,40,22,3.8256843090057373,0.9624869227409363
kmeans96,25,19,2.0397896766662598,0.5737344622612
kmeans96,7,18,2.822667360305786,0.8564116358757019
kmeans96,51,18,4.050447940826416,0.965379536151886
kmeans96,86,18,1.5941110849380493,0.45761966705322266
kmeans96,58,16,2.4075636863708496,1.1471205949783325
kmeans96,9,13,1.2388463020324707,0.25202253460884094
kmeans96,46,13,3.485001802444458,0.9395499229431152
kmeans96,59,12,2.3588340282440186,1.029672622680664
kmeans96,53,11,2.7314562797546387,1.256644606590271
kmeans96,72,11,2.1423635482788086,0.9165186882019043
kmeans96,2,10,0.785300076007843,0.21042151749134064
kmeans96,16,10,1.70169997215271,0.7034193277359009
kmeans96,65,10,3.119601011276245,1.2265058755874634
kmeans96,81,9,4.038336753845215,0.7871306538581848
kmeans96,91,9,2.059666633605957,0.4421173632144928
kmeans96,1,8,2.715250015258789,0.9739352464675903
kmeans96,10,8,0.9566249847412109,0.23984839022159576
kmeans96,12,8,0.856374979019165,0.3381948173046112
kmeans96,24,8,2.1087498664855957,0.8630157113075256
kmeans96,32,8,1.115625023841858,0.19631287455558777
kmeans96,35,8,3.454253673553467,1.2973915338516235
kmeans96,41,8,2.096501111984253,1.223238229751587
kmeans96,69,8,1.6377501487731934,0.41916191577911377
kmeans96,94,8,2.483126163482666,1.054692029953003
kmeans96,80,7,1.2321428060531616,0.43317973613739014
kmeans96,84,7,2.4238569736480713,0.7537900805473328
kmeans96,8,6,2.779001474380493,1.019623041152954
kmeans96,29,6,1.5390000343322754,0.45524606108665466
kmeans96,95,6,1.841333270072937,0.3043685555458069
kmeans96,0,5,2.995000123977661,0.6050431728363037
kmeans96,14,5,1.2635999917984009,0.4564597010612488
kmeans96,15,5,3.5737998485565186,0.6269951462745667
kmeans96,28,5,0.8982000350952148,0.22651658952236176
kmeans96,45,5,1.5564000606536865,0.2553652822971344
kmeans96,50,5,2.0645999908447266,0.19993959367275238
kmeans96,52,5,2.5210001468658447,0.40048420429229736
kmeans96,26,4,2.390500068664551,0.770077109336853
kmeans96,37,4,1.3622499704360962,0.37159478664398193
kmeans96,43,4,0.9527499675750732,0.42221876978874207
kmeans96,44,4,3.364000082015991,0.40171074867248535
kmeans96,48,4,0.7372499704360962,0.1994960904121399
kmeans96,55,4,0.8704999685287476,0.12137236446142197
kmeans96,3,3,0.9203333854675293,0.08605557680130005
kmeans96,23,3,1.249666690826416,0.3006496727466583
kmeans96,31,3,0.577666699886322,0.10814908146858215
kmeans96,38,3,1.565000057220459,0.1470533311367035
kmeans96,42,3,0.6276666522026062,0.09072425216436386
kmeans96,49,3,0.7246666550636292,0.14845053851604462
kmeans96,64,3,0.8686666488647461,0.16099761426448822
kmeans96,70,3,3.4503333568573,0.4853276014328003
kmeans96,76,3,3.1196699142456055,1.4320639371871948
kmeans96,89,3,2.4033334255218506,0.48436102271080017
kmeans96,90,3,4.293006896972656,0.9998537302017212
kmeans96,4,2,0.5989999771118164,0.05499998852610588
kmeans96,6,2,0.6644999980926514,0.07050002366304398
kmeans96,13,2,1.066999912261963,0.13099999725818634
kmeans96,17,2,1.5069999694824219,1.0820000171661377
kmeans96,21,2,0.9564999938011169,0.13750000298023224
kmeans96,27,2,1.9890000820159912,0.609000027179718
kmeans96,33,2,0.9950000047683716,0.04700003191828728
kmeans96,39,2,2.320499897003174,0.1065000370144844
kmeans96,57,2,0.6519999504089355,0.06700000911951065
kmeans96,60,2,1.0870000123977661,0.03799999877810478
kmeans96,62,2,0.9079999923706055,0.21700002253055573
kmeans96,63,2,2.0350000858306885,0.6620000004768372
kmeans96,67,2,1.7630000114440918,0.2560000419616699
kmeans96,71,2,1.8240000009536743,0.05499995872378349
kmeans96,73,2,0.7259999513626099,0.20600001513957977
kmeans96,75,2,0.812999963760376,0.15400002896785736
kmeans96,78,2,0.9735000133514404,0.27649998664855957
kmeans96,83,2,1.9249999523162842,0.5369999408721924
kmeans96,87,2,0.8769999742507935,0.3109999895095825
kmeans96,11,1,0.718999981880188,9.99999993922529e-09
kmeans96,18,1,0.984000027179718,9.99999993922529e-09
kmeans96,19,1,0.8640000224113464,9.99999993922529e-09
kmeans96,20,1,0.4399999976158142,9.99999993922529e-09
kmeans96,22,1,2.9539999961853027,9.99999993922529e-09
kmeans96,30,1,0.22499999403953552,9.99999993922529e-09
kmeans96,34,1,1.184000015258789,9.99999993922529e-09
kmeans96,36,1,0.8560000061988831,9.99999993922529e-09
kmeans96,47,1,2.0,9.99999993922529e-09
kmeans96,54,1,0.6470000147819519,9.99999993922529e-09
kmeans96,56,1,1.0,9.99999993922529e-09
kmeans96,61,1,1.2760000228881836,9.99999993922529e-09
kmeans96,66,1,1.2230000495910645,9.99999993922529e-09
kmeans96,68,1,0.968999981880188,9.99999993922529e-09
kmeans96,74,1,0.26600000262260437,9.99999993922529e-09
kmeans96,77,1,0.6069999933242798,9.99999993922529e-09
kmeans96,79,1,0.5809999704360962,9.99999993922529e-09
kmeans96,82,1,1.8539999723434448,9.99999993922529e-09
kmeans96,85,1,1.3259999752044678,9.99999993922529e-09
kmeans96,88,1,0.9620000123977661,9.99999993922529e-09
kmeans96,92,1,1.378999948501587,9.99999993922529e-09
kmeans96,93,1,1.6349999904632568,9.99999993922529e-09
