row_idx,kappa,lid,lof,density,forman,curvature_bin,y
99,0.39443582,0.18358369,1.0378028,1.6006085,0.0015011822,medium,1.931
100,0.4391902,0.3057002,1.0520394,1.4460618,0.0015011822,high,2.578
101,0.44226456,0.25425556,1.0439945,1.6590016,0.0015011822,high,2.734
102,0.43276495,0.2744661,1.1284282,1.1595479,0.0015011822,medium,2.375
103,0.2941721,0.24750127,1.1271818,1.2290976,0.0015011822,low,3.5
104,0.3444767,0.21336006,1.0759666,1.2097528,0.0015011822,low,3.357
105,0.33515483,0.1372002,1.1316792,1.3504835,0.0015011822,low,3.134
106,0.27046824,0.33184168,1.0406388,1.7241541,0.0015011822,low,2.685
107,0.33264792,0.16046917,1.029053,1.8135473,0.0015011822,low,2.594
108,0.33111674,0.2058556,1.0013121,2.62031,0.0015011822,low,2.757
109,0.35513592,0.27726457,1.01537,1.8340933,0.0015011822,low,2.25
110,0.35605705,0.17326517,1.1013849,1.361363,0.0015011822,low,2.625
111,0.46109718,0.16204554,1.006286,1.6722081,0.0015011822,high,2.185
112,0.4015808,0.38548827,1.188264,1.0529401,0.0015011822,medium,2.55
113,0.413773,0.22235768,0.99619395,2.0253394,0.0015011822,medium,2.241
114,0.4254346,0.15550017,1.1072009,1.2804594,0.0015011822,medium,2.431
115,0.3537392,0.25163722,1.0250764,1.65443,0.0015011822,low,2.316
116,0.33522457,0.18701409,1.0844086,1.1991253,0.0015011822,low,2.185
117,0.42133135,0.21876505,1.0577176,1.8141481,0.0015011822,medium,2.341
118,0.4000634,0.19999109,0.9986176,1.8295428,0.0015011822,medium,3.276
119,0.43649083,0.13112083,1.1732087,1.4208363,0.0015011822,medium,3.476
120,0.40741187,0.17213033,1.0949285,1.5034127,0.0015011822,medium,3.661
121,0.42726928,0.08993001,1.1135336,0.7387749,0.0015011822,medium,3.35
122,0.43178076,0.2067682,0.9952487,1.8527875,0.0015011822,medium,3.736
123,0.42706072,0.18475479,1.0432035,1.7984406,0.0015011822,medium,3.895
124,0.3540553,0.12818374,0.9973812,1.7503315,0.0015011822,low,3.911
125,0.4239028,0.16968432,1.1022278,1.4606643,0.0015011822,medium,3.373
126,0.3485989,0.12323849,1.1644026,1.3160886,0.0015011822,low,2.952
127,0.39564008,0.12293373,1.0385414,1.7752769,0.0015011822,medium,2.923
128,0.32473218,0.15219735,1.0776196,1.5750475,0.0015011822,low,4.115
129,0.424357,0.19850141,0.9798957,2.1316195,0.0015011822,medium,3.115
130,0.38005954,0.17079663,1.0715846,1.7414644,0.0015011822,low,3.259
131,0.23469275,0.40193927,1.1223093,1.085724,0.0015011822,low,3.926
132,0.35284537,0.17731959,1.0303806,1.800772,0.0015011822,low,3.193
133,0.34955448,0.0741958,1.2257589,1.3512273,0.0015011822,low,3.333
134,0.38884687,0.14524826,1.0631334,1.360496,0.0015011822,low,3.352
135,0.40220374,0.20026556,1.0696024,1.400971,0.0015011822,medium,3.512
136,0.4278295,0.17054126,1.0030491,1.8675079,0.0015011822,medium,3.689
137,0.44503957,0.1936709,1.0204707,1.7617409,0.0015011822,high,3.659
138,0.32406878,0.23267594,1.0746549,1.5376445,0.0015011822,low,3.667
139,0.44161004,0.13936192,1.1250927,1.5416636,0.0015011822,high,3.628
140,0.31731433,0.24423994,1.3858624,0.5487063,0.0015011822,low,4.833
141,0.2955156,0.23377223,1.0771552,1.4544432,0.0015011822,low,3.314
142,0.38531083,0.13856974,0.99425197,1.8211161,0.0015011822,low,3.235
143,0.49054396,0.22287807,0.983452,2.299987,0.0015011822,high,2.167
144,0.42810935,0.19955786,1.050645,1.7208451,0.0015011822,medium,2.331
145,0.3308159,0.36734694,1.0279984,1.6197926,0.0015011822,low,2.964
146,0.38309205,0.1990084,1.0020841,1.7753121,0.0015011822,low,2.737
147,0.40862972,0.20645666,0.9817198,2.554669,0.0015011822,medium,2.277
148,0.362997,0.14912288,0.9777392,2.3734543,0.0015011822,low,1.996
149,0.47981483,0.2851267,1.0003153,2.4769742,0.0015011822,high,2.398
150,0.28034443,0.31519082,1.0156038,2.1786702,0.0015011822,low,2.701
151,0.39257783,0.14878099,1.0697736,1.7738575,0.0015011822,medium,3.021
152,0.36131734,0.2409259,0.9827167,2.1505394,0.0015011822,low,2.695
153,0.3669312,0.1815146,1.0901606,1.5194707,0.0015011822,low,3.147
154,0.2859549,0.32702988,1.0179439,1.7869915,0.0015011822,low,3.901
155,0.3185112,0.2961202,1.4078548,0.8527389,0.0015011822,low,4.103
156,0.3185252,0.15364315,1.1648732,1.2253723,0.0015011822,low,3.524
157,0.41761518,0.17782871,1.0698123,1.5203137,0.0015011822,medium,2.873
158,0.35494232,0.375815,0.9814251,2.017929,0.0015011822,low,3.487
159,0.34986264,0.36115405,1.0301793,1.7224053,0.0015011822,low,2.438
160,0.45392013,0.19159515,1.1337276,1.238803,0.0015011822,high,2.115
161,0.4242491,0.39585033,1.0148637,2.4346135,0.0015011822,medium,2.184
162,0.45755637,0.27132326,1.0500836,1.9487532,0.0015011822,high,2.699
163,0.37514216,0.15637062,1.0465382,1.6819085,0.0015011822,low,2.188
164,0.35635042,0.11754718,1.0516261,1.5221574,0.0015011822,low,2.25
165,0.32294184,0.16152932,1.0817624,1.3576509,0.0015011822,low,2.5
166,0.43059123,0.13835911,1.0352372,1.4532192,0.0015011822,medium,1.714
167,0.43336707,0.26688132,1.1923789,1.1249909,0.0015011822,medium,1.938
168,0.46240664,0.20383184,1.0487609,1.4431969,0.0015011822,high,1.25
169,0.42793053,0.25111333,1.032316,1.4505017,0.0015011822,medium,0.975
170,0.45708513,0.13024394,1.1287333,1.03971,0.0015011822,high,1.25
171,0.42574704,0.14653768,1.0372738,1.6350461,0.0015011822,medium,1.388
172,0.38073462,0.14141914,1.170606,1.134891,0.0015011822,low,1.167
173,0.41608125,0.13237876,1.1348362,1.3136735,0.0015011822,medium,1.518
174,0.40242457,0.14919181,1.0356278,1.6296093,0.0015011822,medium,1.27
175,0.39669394,0.21664788,1.007714,1.8721129,0.0015011822,medium,1.286
176,0.37061048,0.1509215,1.0427431,1.2979516,0.0015011822,low,1.406
177,0.37436104,0.21703301,1.0034872,1.9763467,0.0015011822,low,1.827
178,0.48392856,0.11356542,1.0737303,1.451912,0.0015011822,high,1.469
179,0.46681398,0.18089885,0.99043643,1.8860005,0.0015011822,high,1.228
180,0.35123467,0.15323053,1.0158223,1.9489982,0.0015011822,low,1.693
181,0.3700819,0.13361213,1.0591005,1.4163183,0.0015011822,low,1.266
182,0.43742734,0.40095288,1.0409837,1.9429094,0.0015011822,medium,1.279
183,0.39375198,0.18393897,1.0674268,1.4882973,0.0015011822,medium,1.235
184,0.44805378,0.16106541,1.0206507,1.6769962,0.0015011822,high,1.119
185,0.45806748,0.15246446,1.2987953,1.0098256,0.0015011822,high,1.128
186,0.4112302,0.23192768,1.1451863,1.2175612,0.0015011822,medium,1.079
187,0.4986332,0.11474175,1.0559417,1.2897183,0.0015011822,high,1.375
188,0.46625,0.21325703,1.0825418,1.3816006,0.0015011822,high,1.055
189,0.3991152,0.16298628,1.173457,0.7959767,0.0015011822,medium,0.955
190,0.38346243,0.23351192,1.2364889,1.1323718,0.0015011822,low,1.161
191,0.4909659,0.19131488,0.9820611,1.9174802,0.0015011822,high,1.122
192,0.31525886,0.17807657,1.1989702,0.58164847,0.0015011822,low,0.75
193,0.4469766,0.17849745,1.0845406,1.2301713,0.0015011822,high,1.125
194,0.47656298,0.18743713,1.1678965,1.2704132,0.0015011822,high,1.25
195,0.39498347,0.14558811,1.1195477,1.2711538,0.0015011822,medium,1.15
196,0.2915175,0.2260566,1.324372,0.8099166,0.0015011822,low,0.95
197,0.49207473,0.19433732,1.0851239,1.2478503,0.0015011822,high,0.964
198,0.43817955,0.17769846,1.1255302,1.2338043,0.0015011822,medium,0.72
199,0.39502984,0.16990538,1.2193475,0.93309647,0.0015011822,medium,0.713
200,0.41800177,0.14477716,1.1473709,1.0331794,0.0015011822,medium,0.808
201,0.4436921,0.16332684,1.0501082,1.5038658,0.0015011822,high,1.288
202,0.4410913,0.24195682,1.073496,1.3688712,0.0015011822,high,1.125
203,0.36844432,0.16258731,1.1541427,1.1643225,0.0015011822,low,1.194
204,0.44580036,0.13267307,1.2803767,0.933392,0.0015011822,high,1.181
205,0.38663524,0.096854,1.080096,1.1984743,0.0015011822,low,1.225
206,0.29157794,0.07361708,1.329405,1.0812495,0.0015011822,low,1.063
207,0.40703368,0.13936502,0.9979055,2.024878,0.0015011822,medium,1.325
208,0.42714965,0.13861582,1.070043,1.2334371,0.0015011822,medium,1.227
209,0.4558171,0.20282663,1.0913453,1.4486126,0.0015011822,high,1.133
210,0.4829358,0.16898541,1.0574595,1.440649,0.0015011822,high,1.095
211,0.34399587,0.2327089,1.0338702,1.6282271,0.0015011822,low,1.647
212,0.4138692,0.18454862,1.1309794,1.2995489,0.0015011822,medium,1.25
213,0.40909964,0.30306235,1.0005295,1.9005808,0.0015011822,medium,1.247
214,0.4187469,0.18760732,0.999225,2.0622623,0.0015011822,medium,1.367
215,0.35664958,0.16380373,0.9813978,1.8313836,0.0015011822,low,1.417
216,0.5428107,0.12214368,1.0063167,1.8741907,0.0015011822,high,1.5
217,0.4451157,0.18205507,0.99340165,2.0274246,0.0015011822,high,1.388
218,0.40299195,0.1334087,0.9890284,2.050722,0.0015011822,medium,1.392
219,0.47186255,0.2796703,0.998689,2.1608744,0.0015011822,high,1.438
220,0.4564935,0.22693984,1.0382698,1.8902236,0.0015011822,high,1.565
221,0.4446622,0.15147957,1.0010866,2.0506444,0.0015011822,high,1.51
222,0.46514505,0.20085984,1.0342972,1.7886804,0.0015011822,high,2.73
223,0.38319403,0.33981177,1.0131527,1.974018,0.0015011822,low,2.171
224,0.31320637,0.15631238,1.1629231,1.7157081,0.0015011822,low,1.871
225,0.41934282,0.12227204,0.98801106,2.1681364,0.0015011822,medium,2.396
226,0.4230935,0.1288459,1.0332793,1.7919439,0.0015011822,medium,2.297
227,0.38200414,0.18480328,1.0495707,1.6058418,0.0015011822,low,2.573
228,0.49943477,0.10142396,0.9919733,2.1526752,0.0015011822,high,2.469
229,0.4513418,0.09542339,1.0011915,1.8846985,0.0015011822,high,1.799
230,0.41800684,0.09850062,1.215141,1.4310261,0.0015011822,medium,1.696
231,0.4433986,0.07301618,0.96946526,2.4305,0.0015011822,high,2.033
232,0.38392228,0.24097054,1.0766046,1.6926475,0.0015011822,low,2.634
233,0.41850418,0.2742787,0.991236,2.209945,0.0015011822,medium,2.318
234,0.5131198,0.3655745,1.016294,2.0075126,0.0015011822,high,1.405
235,0.42030895,0.29626077,1.0272827,1.6077396,0.0015011822,medium,1.26
236,0.39056414,0.26384902,1.0709254,1.3716111,0.0015011822,low,1.22
237,0.44343537,0.124124214,1.2211457,1.0631952,0.0015011822,high,1.347
238,0.39400488,0.24182224,0.996266,1.8684089,0.0015011822,medium,1.394
239,0.38015038,0.1789062,1.012555,1.8323516,0.0015011822,low,1.154
240,0.401484,0.19430797,1.2240884,1.1470773,0.0015011822,medium,1.373
241,0.51622367,0.13860004,1.1300895,1.2306384,0.0015011822,high,1.37
242,0.36845988,0.26346108,1.0834597,1.3798511,0.0015011822,low,1.426
243,0.40556532,0.24695083,1.0881916,1.4083469,0.0015011822,medium,1.375
244,0.37728733,0.18098643,1.0344325,1.4750224,0.0015011822,low,1.117
245,0.42479652,0.22937101,1.0367416,1.7580597,0.0015011822,medium,1.268
246,0.34517294,0.19284676,1.038,1.4348443,0.0015011822,low,1.113
247,0.39340198,0.14046699,1.312899,0.8118436,0.0015011822,medium,1.148
248,0.4300213,0.064909995,1.1707153,1.1759331,0.0015011822,medium,1.023
249,0.41584432,0.24971713,1.0632122,1.4626857,0.0015011822,medium,1.319
250,0.47198802,0.2883392,1.116535,1.1862752,0.0015011822,high,1.191
251,0.40809858,0.25984046,1.0618058,1.5518942,0.0015011822,medium,0.806
252,0.4119342,0.1595917,1.2411882,0.7818298,0.0015011822,medium,0.806
253,0.36740333,0.13850503,1.1539714,1.3172219,0.0015011822,low,0.888
254,0.3588518,0.19274552,0.99390167,1.7783203,0.0015011822,low,1.024
255,0.42042494,0.21317218,1.0208963,1.6867777,0.0015011822,medium,0.987
256,0.3923251,0.12213228,1.0642647,1.1983503,0.0015011822,medium,1.0
257,0.4523285,0.19878736,1.0758557,1.3251622,0.0015011822,high,0.923
258,0.39622313,0.23327328,0.9926566,1.8073094,0.0015011822,medium,0.948
259,0.40143836,0.12065192,1.0607593,1.2641302,0.0015011822,medium,1.02
260,0.4133538,0.24200968,1.0067297,2.2987485,0.0015011822,medium,1.584
261,0.43602288,0.2126184,0.9910669,2.3148043,0.0015011822,medium,1.216
262,0.4330719,0.11746933,0.9956516,2.1283565,0.0015011822,medium,1.291
263,0.44365537,0.14074425,0.9969718,2.001001,0.0015011822,high,1.214
264,0.41714317,0.11990416,0.96812826,2.0609183,0.0015011822,medium,1.028
265,0.42854273,0.18713877,1.0867251,1.4306144,0.0015011822,medium,1.6
266,0.42323005,0.28475654,0.9806563,2.5125222,0.0015011822,medium,1.439
267,0.43196046,0.20749994,0.97955495,2.3896828,0.0015011822,medium,1.512
268,0.42845386,0.15995015,1.1390712,1.5147803,0.0015011822,medium,1.644
269,0.42772067,0.17824164,1.058412,1.8546207,0.0015011822,medium,1.565
270,0.2909842,0.2191752,1.5276119,0.27653292,0.0015011822,low,2.25
271,0.48442954,0.1531303,1.0400267,1.8013525,0.0015011822,high,1.742
272,0.443049,0.13969876,1.1300466,1.4871776,0.0015011822,high,1.669
273,0.43105674,0.2827181,0.98464304,2.338772,0.0015011822,medium,1.635
274,0.43120408,0.1581136,1.1471645,1.0402826,0.0015011822,medium,2.53
275,0.37379813,0.25160226,1.178761,1.3113254,0.0015011822,low,2.407
276,0.3676951,0.21470714,1.0248593,1.4895537,0.0015011822,low,2.081
277,0.4341101,0.2285465,1.0192068,1.7816099,0.0015011822,medium,1.981
278,0.47677046,0.26536468,1.0032506,1.8917862,0.0015011822,high,1.728
279,0.4427156,0.2649251,0.9935158,2.1601593,0.0015011822,high,3.367
280,0.38130337,0.15669939,1.0980548,1.5066068,0.0015011822,low,3.182
281,0.4359383,0.2992185,0.9702412,2.3615437,0.0015011822,medium,2.858
282,0.35276127,0.11174743,1.003699,1.9426217,0.0015011822,low,2.93
283,0.44249249,0.17943116,1.0867296,1.4493845,0.0015011822,high,3.71
284,0.4696144,0.24623011,0.9852106,2.0414176,0.0015011822,high,1.573
285,0.4802739,0.13161206,0.9840072,2.0921245,0.0015011822,high,1.353
286,0.40354085,0.07810349,0.97979915,2.134155,0.0015011822,medium,1.367
287,0.36934918,0.16929913,0.99519676,1.8115121,0.0015011822,low,1.607
288,0.40969968,0.1209459,1.0312679,1.6591322,0.0015011822,medium,1.406
289,0.3495043,0.21272771,1.0426295,1.5220981,0.0015011822,low,1.44
290,0.48759598,0.10512562,1.0128766,1.8888181,0.0015011822,high,1.619
291,0.3743978,0.21587771,1.038879,1.7437246,0.0015011822,low,1.563
292,0.47254282,0.25774336,1.0190154,2.1047854,0.0015011822,high,1.76
293,0.46313393,0.22406888,0.9849947,2.1128814,0.0015011822,high,1.458
294,0.45393598,0.19995123,0.98176795,2.3147588,0.0015011822,high,1.419
295,0.42250198,0.17616433,1.0302156,1.4611737,0.0015011822,medium,0.907
296,0.45575213,0.22310495,0.9830708,2.049564,0.0015011822,high,0.906
297,0.43781477,0.23132683,1.0031788,2.01385,0.0015011822,medium,1.079
298,0.45173395,0.30222848,0.9944913,1.9191382,0.0015011822,high,1.07
299,0.46456808,0.32690048,0.9774729,2.0392878,0.0015011822,high,0.982
300,0.4186619,0.2512538,1.0239513,1.5808036,0.0015011822,medium,0.895
301,0.28277653,0.24232787,1.1335578,1.430807,0.0015011822,low,0.938
302,0.41767418,0.18296504,1.0813109,1.5635523,0.0015011822,medium,0.967
303,0.4263423,0.115474805,1.0355979,0.89998144,0.0015011822,medium,0.975
304,0.4880514,0.14587514,1.0240945,1.6723489,0.0015011822,high,0.973
305,0.47134,0.12327527,1.0249655,1.6742626,0.0015011822,high,0.912
306,0.44700742,0.14316021,1.0254585,1.8437599,0.0015011822,high,0.914
307,0.3684749,0.23428856,1.1442083,1.5939686,0.0015011822,low,0.962
308,0.4840356,0.12936266,0.9908348,2.2692213,0.0015011822,high,1.201
309,0.45125026,0.17924201,1.0571755,1.7288842,0.0015011822,high,1.0
310,0.4323554,0.117040455,1.1095531,1.5093625,0.0015011822,medium,0.947
311,0.4398359,0.28053838,1.0711033,1.4661514,0.0015011822,high,0.857
312,0.45547926,0.2653253,0.99122626,1.9116737,0.0015011822,high,0.893
313,0.43733144,0.12610924,1.040154,1.5970136,0.0015011822,medium,1.014
314,0.45515227,0.2940997,1.0602757,1.0231185,0.0015011822,high,0.725
315,0.4689483,0.12331944,1.0268003,1.7543204,0.0015011822,high,0.741
316,0.44614285,0.16499324,1.2110398,1.0682831,0.0015011822,high,0.7
317,0.3877021,0.2760056,1.0613271,1.5061423,0.0015011822,low,0.846
318,0.3670131,0.15331419,1.1696019,1.3663939,0.0015011822,low,0.818
319,0.46150184,0.17136942,1.0362153,1.4848489,0.0015011822,high,0.814
320,0.41414398,0.08100498,1.2096411,1.0007131,0.0015011822,medium,0.818
321,0.53718954,0.12503405,1.0439857,1.4482583,0.0015011822,high,0.858
322,0.37490577,0.28260255,1.0730063,0.9440735,0.0015011822,low,0.871
323,0.4860376,0.11491632,1.1005887,0.9285341,0.0015011822,high,0.835
324,0.36436266,0.105489984,1.0238268,1.7463788,0.0015011822,low,0.797
325,0.4193117,0.3889401,1.0373553,1.6417705,0.0015011822,medium,0.834
326,0.476449,0.15858527,1.0812466,1.5331484,0.0015011822,high,0.847
327,0.42372066,0.14182873,1.0450826,1.4969903,0.0015011822,medium,0.8
328,0.4685794,0.2587461,1.006613,2.1187642,0.0015011822,high,0.764
329,0.35624433,0.19466521,1.1605695,1.0841708,0.0015011822,low,0.797
330,0.38612747,0.16428797,1.0664513,1.4396205,0.0015011822,low,0.824
331,0.3402421,0.22985868,1.0211399,1.6908506,0.0015011822,low,0.977
332,0.4265995,0.28460583,1.1364297,1.1434876,0.0015011822,medium,0.972
333,0.43913424,0.17786764,1.0248185,1.6079621,0.0015011822,high,1.016
334,0.35417867,0.17210007,0.99623364,1.7754146,0.0015011822,low,0.865
335,0.43191767,0.14861159,1.0806973,1.1399709,0.0015011822,medium,0.905
336,0.44825906,0.24990438,1.0163687,1.7550976,0.0015011822,high,1.076
337,0.42473805,0.20529146,1.0997099,1.361967,0.0015011822,medium,0.842
338,0.4730944,0.21520767,1.1812379,1.2800335,0.0015011822,high,0.889
339,0.4318697,0.08561112,1.1800821,0.9231394,0.0015011822,medium,0.807
340,0.5122398,0.217619,1.0519501,1.4918706,0.0015011822,high,0.871
341,0.5216739,0.14282215,1.0617493,1.4325696,0.0015011822,high,0.851
342,0.45882952,0.2070141,1.025151,1.5482653,0.0015011822,high,0.82
343,0.4474368,0.28156766,1.1074833,0.662661,0.0015011822,high,0.828
344,0.50926435,0.21835859,1.0214494,1.7275269,0.0015011822,high,0.846
345,0.3892029,0.1828308,1.0737239,0.93526816,0.0015011822,low,0.821
346,0.52645123,0.18080263,1.0205044,1.8255804,0.0015011822,high,0.893
347,0.47470576,0.20318094,0.9929683,2.0971293,0.0015011822,high,0.983
348,0.44364583,0.15953656,1.0430901,1.3640298,0.0015011822,high,0.923
349,0.38105142,0.1857172,1.0238004,1.8074247,0.0015011822,low,0.888
350,0.45891768,0.18512093,1.0594618,1.6885409,0.0015011822,high,0.9
351,0.47019416,0.28383768,0.9888032,2.1470401,0.0015011822,high,0.955
352,0.42997915,0.20063707,1.1077718,0.98395187,0.0015011822,medium,0.917
353,0.43055457,0.16662629,1.0441483,1.5391588,0.0015011822,medium,1.004
354,0.35955727,0.119072735,0.98744136,1.8912549,0.0015011822,low,0.948
355,0.45233613,0.23699072,1.0615559,1.924543,0.0015011822,high,1.643
