row_idx,kappa,lid,lof,density,curvature_bin,label
43,0.59539753,0.09263839,0.99556065,0.15158674,high,8
44,0.48592788,0.09393387,1.0484124,0.10114236,medium,8
45,0.588507,0.10272628,1.1162162,0.08595803,high,3
46,0.5262146,0.09768346,1.0859714,0.08838706,medium,5
47,0.42559606,0.22916979,1.0014601,0.41531226,low,1
48,0.4675091,0.14176652,1.0665525,0.1150016,low,3
49,0.4860388,0.14291742,1.1090535,0.08291538,medium,0
50,0.54332507,0.08740566,1.086408,0.089751326,high,4
51,0.44839627,0.16376573,1.1322187,0.098327965,low,6
52,0.43738538,0.21174748,1.001032,0.45302817,low,1
53,0.5416938,0.0553055,1.0623553,0.10325516,high,3
54,0.5411892,0.14011356,1.0140797,0.14540377,high,9
55,0.5330702,0.21954888,0.98743147,0.16978446,high,4
56,0.56689173,0.088742785,1.2016555,0.088024594,high,7
57,0.40957534,0.28225464,0.97708166,0.56934,low,1
58,0.3360275,0.051887326,1.4200358,0.048049662,low,4
59,0.5364675,0.12660861,1.1994412,0.07681412,high,4
60,0.53983486,0.122676134,0.987704,0.09170773,high,0
61,0.46359545,0.22391203,1.0404905,0.11692766,low,0
62,0.48248965,0.13636726,1.0517461,0.07820651,medium,0
63,0.5155686,0.08649996,0.9850547,0.15700799,medium,9
64,0.5063889,0.19279674,1.0135438,0.07979743,medium,0
65,0.4904412,0.1569325,1.0063773,0.13716833,medium,6
66,0.4967823,0.23222634,1.0286462,0.13229829,medium,6
67,0.25724685,0.14917815,0.9944483,0.38776597,low,1
68,0.49856436,0.14285684,1.1261063,0.08337525,medium,6
69,0.60304725,0.12683469,1.0933796,0.073858716,high,5
70,0.5144495,0.07848071,1.2056024,0.080986254,medium,5
71,0.5800967,0.08699672,1.1754048,0.09926391,high,9
72,0.46534598,0.10759752,1.124243,0.13624737,low,4
73,0.3977002,0.21771505,1.2021798,0.29969993,low,1
74,0.39625156,0.19896199,1.0027055,0.42090088,low,1
75,0.5427626,0.08011228,1.1421895,0.09447505,high,3
76,0.41620052,0.111746535,1.2051194,0.11030348,low,3
77,0.5279879,0.211247,1.0323198,0.10885375,medium,3
78,0.28386164,0.1855273,1.2182096,0.20252377,low,1
79,0.5567616,0.102568224,0.9899941,0.12137113,high,2
80,0.53796685,0.21082173,1.0122291,0.14418848,high,4
81,0.521849,0.16312699,0.980226,0.14393592,medium,6
82,0.51364875,0.16386266,1.0221194,0.078365155,medium,0
83,0.5851833,0.13619718,1.0815829,0.0866887,high,2
84,0.5016461,0.16398512,1.0114887,0.10253377,medium,0
85,0.49570787,0.12508456,1.1540415,0.10281955,medium,2
86,0.4943506,0.18983056,1.0625273,0.07751312,medium,5
87,0.5713614,0.12684627,1.0706316,0.0729005,high,8
88,0.5119369,0.1435559,1.0651826,0.08860597,medium,4
89,0.4716127,0.17339751,1.028003,0.3636279,low,1
90,0.42951375,0.14463562,1.0275255,0.15447977,low,9
91,0.49219787,0.09308813,1.0831648,0.09376272,medium,5
92,0.49147284,0.04861207,1.1112851,0.09610006,medium,7
93,0.48837793,0.10438199,1.3211939,0.14156179,medium,4
94,0.50649863,0.095357165,0.99675924,0.121341646,medium,5
95,0.50241196,0.10006233,1.0413741,0.14209627,medium,9
96,0.4993407,0.11141034,1.0851376,0.124785624,medium,4
97,0.56080663,0.076403536,1.0755898,0.105487645,high,3
98,0.53998303,0.12752965,0.99630916,0.1313639,high,5
99,0.36878896,0.16149005,1.0855249,0.07809519,low,6
100,0.44293618,0.10077227,1.246588,0.088152766,low,7
101,0.5011534,0.14257799,1.2143215,0.06763867,medium,3
102,0.45795214,0.09985278,1.3203995,0.09481881,low,5
103,0.5156472,0.12096684,1.0420902,0.08957719,medium,2
104,0.38803428,0.15455383,0.986925,0.45993197,low,1
105,0.5397311,0.26980245,1.0226072,0.12309142,high,9
106,0.358167,0.04655897,1.8146327,0.18088824,low,1
107,0.5750343,0.09143224,0.9940173,0.13628624,high,8
108,0.49328065,0.15514278,1.0952476,0.12702161,medium,3
109,0.5118042,0.030435426,1.0945028,0.07959733,medium,7
110,0.39710033,0.20169431,1.0010184,0.2374408,low,1
111,0.33966303,0.16258627,1.20467,0.070907354,low,7
112,0.6020907,0.20815483,1.0740532,0.09976689,high,5
113,0.46672475,0.14715153,1.1473191,0.06569839,low,0
114,0.48319972,0.17908938,1.0518725,0.09298726,medium,6
115,0.53610635,0.11200413,1.136881,0.0616982,high,2
116,0.44344634,0.2210323,1.0792879,0.087021954,low,6
117,0.35019946,0.3187832,1.1050006,0.24792252,low,1
118,0.5292708,0.07014271,1.195932,0.11388213,high,2
119,0.5502509,0.100773424,0.99042773,0.10602515,high,5
120,0.4950623,0.1310159,1.0376555,0.107105054,medium,5
121,0.3560229,0.17308801,1.0667547,0.27515545,low,1
122,0.5509175,0.123328395,0.9849983,0.087934665,high,0
123,0.51496184,0.14085309,1.0011123,0.1390678,medium,8
124,0.46387476,0.22465782,1.1212472,0.08338806,low,2
125,0.58251745,0.054515764,1.1926695,0.078265235,high,2
126,0.49216747,0.10288113,1.0859853,0.08089198,medium,5
127,0.43775845,0.27780044,1.0384917,0.3154411,low,1
128,0.46309,0.19858131,1.0575627,0.31335938,low,1
129,0.5558958,0.16381751,1.0060779,0.14477976,high,7
130,0.37385368,0.15429829,1.2596201,0.07774634,low,6
131,0.5583992,0.17079268,1.0650792,0.08306311,high,3
132,0.45391124,0.2796859,1.0940889,0.34768227,low,1
133,0.46026796,0.08442367,1.0888315,0.11116854,low,7
134,0.5331849,0.086758025,1.015658,0.10632144,high,6
135,0.5174376,0.15376261,0.98034173,0.12932983,medium,6
136,0.46507895,0.08429615,1.0704379,0.07259109,low,7
137,0.48974127,0.083985694,1.1034074,0.096121065,medium,8
138,0.36988616,0.16641282,1.2820015,0.17772837,low,1
139,0.43838245,0.19436616,1.1231693,0.07993678,low,7
140,0.3287804,0.15859973,1.0693359,0.24266218,low,1
141,0.5671648,0.11952461,1.0591098,0.06216869,high,2
142,0.4372713,0.09274916,1.0492408,0.11357036,low,3
143,0.5718465,0.12597018,1.0633469,0.121390305,high,8
144,0.48877144,0.13414289,1.0953567,0.062070113,medium,0
145,0.49574655,0.25561905,0.9892428,0.14943111,medium,9
146,0.5626403,0.07385052,1.2226176,0.094366565,high,5
147,0.47885507,0.14610575,1.0813998,0.09426921,medium,7
148,0.42268068,0.0413162,1.071656,0.0732597,low,5
149,0.5537965,0.10307342,0.98768795,0.12624235,high,5
150,0.5303146,0.15079796,1.0228891,0.11660596,high,0
151,0.45978123,0.18114808,1.0132039,0.3861354,low,1
152,0.5374073,0.08420893,1.1176782,0.104800105,high,7
153,0.35858828,0.16981009,1.1000817,0.29163623,low,1
154,0.49430662,0.1547912,1.0424019,0.07572955,medium,0
155,0.5176501,0.12943782,1.0608126,0.12626183,medium,4
156,0.40983832,0.2297032,0.98554975,0.4345052,low,1
157,0.5042261,0.16025181,1.082634,0.09929774,medium,6
158,0.53363514,0.12578537,1.0742227,0.1118504,high,3
159,0.5797231,0.0787509,1.0934354,0.08961304,high,2
160,0.50540125,0.23792121,1.0021976,0.122985244,medium,0
161,0.49494737,0.13610701,1.0699471,0.0960784,medium,6
162,0.5450212,0.15080908,0.9862668,0.10367413,high,2
163,0.54273885,0.16785741,1.1311529,0.08531614,high,3
164,0.5978805,0.13640884,1.1154617,0.09148508,high,1
165,0.5380734,0.1901481,0.9939584,0.17350583,high,7
166,0.5538591,0.13315229,1.0426296,0.079225935,high,0
167,0.5678349,0.09159512,1.063533,0.105460055,high,3
168,0.48135293,0.13573374,1.0699099,0.10371639,medium,4
169,0.495816,0.17477207,1.0507567,0.12775199,medium,6
170,0.4314965,0.124651484,1.4425569,0.050433777,low,4
171,0.48714942,0.07531846,1.01855,0.14591439,medium,9
172,0.46660215,0.20874758,1.0020086,0.41906023,low,1
173,0.44597626,0.1419235,1.0584008,0.35868815,low,1
174,0.4689046,0.07206638,1.0759206,0.07366145,low,0
175,0.5508914,0.12090467,1.1031505,0.09646826,high,3
176,0.56199336,0.20563322,1.0831476,0.101455055,high,6
177,0.40262836,0.22179984,1.0706178,0.30264735,low,1
178,0.4678892,0.09389615,1.0959884,0.090093166,low,4
179,0.48489487,0.13418058,1.0341448,0.07257501,medium,3
180,0.5235771,0.18463892,1.2492671,0.0732493,medium,5
181,0.48013246,0.127299,1.0961596,0.11715144,medium,4
182,0.24843961,0.24379851,1.1209542,0.049897384,low,7
183,0.5395151,0.07090791,1.2494127,0.09505971,high,8
184,0.5325399,0.06763057,1.2886379,0.09570613,high,7
185,0.52109206,0.16503501,1.2427138,0.075671665,medium,7
186,0.49981248,0.20895723,0.9991312,0.1541992,medium,9
187,0.5719411,0.14872037,1.1010087,0.10839815,high,9
188,0.5278964,0.11149433,1.0105796,0.114357576,medium,5
189,0.54522216,0.14468646,1.0408798,0.10860346,high,3
190,0.45682794,0.16130185,1.1596493,0.0863843,low,7
191,0.3715853,0.17354757,1.0066688,0.3913477,low,1
192,0.4155578,0.23753403,0.97440094,0.5392166,low,1
193,0.54840237,0.11248859,1.0066053,0.121623926,high,0
194,0.48260242,0.11190574,1.2744333,0.06754831,medium,5
195,0.43684036,0.05904499,1.771487,0.13223554,low,8
196,0.5343939,0.118933044,1.0540211,0.12784134,high,4
197,0.4507553,0.28603548,1.0068913,0.3454027,low,1
198,0.42654836,0.1513094,1.0173719,0.13965112,low,6
199,0.52194166,0.12476892,1.0865809,0.10451716,medium,5
200,0.41564745,0.15933487,0.9988499,0.3361413,low,1
201,0.4991634,0.18230881,1.1133227,0.05437324,medium,3
202,0.5689436,0.058055658,1.2496917,0.07703455,high,8
203,0.53000796,0.1386757,1.1532604,0.073620565,high,7
204,0.516037,0.18176223,1.1315789,0.075665876,medium,0
205,0.412423,0.18556543,1.2756418,0.057746924,low,6
206,0.4791457,0.1216959,1.0216614,0.106277265,medium,6
207,0.5399688,0.05708243,1.0547585,0.08103486,high,9
208,0.56425786,0.05208395,1.2684814,0.05708837,high,5
209,0.51010233,0.105815426,1.0066215,0.1268782,medium,0
210,0.5178379,0.15126811,1.1156307,0.06566097,medium,0
211,0.51068455,0.15308778,1.0296837,0.11345338,medium,0
212,0.45960808,0.2657189,1.1613659,0.08100076,low,3
213,0.48704416,0.20603108,1.0627025,0.13122727,medium,9
214,0.59013796,0.088959455,1.0373294,0.10670246,high,5
215,0.46740663,0.0975803,1.1435199,0.05887039,low,3
216,0.47548646,0.22422811,1.0473683,0.06869866,medium,3
217,0.41088557,0.32779172,1.0478446,0.39026278,low,1
218,0.35608214,0.16391003,1.0049775,0.39433318,low,1
219,0.43498057,0.16795842,0.9787357,0.14278355,low,6
220,0.48218513,0.056427635,1.0827873,0.1158395,medium,9
221,0.51324654,0.10712422,1.0075309,0.10069762,medium,2
222,0.47619623,0.25280395,1.063295,0.36204648,medium,1
223,0.56700206,0.13004348,1.0647124,0.073174275,high,2
224,0.46408767,0.1150854,1.0651951,0.07791744,low,8
225,0.53336394,0.104253046,0.99635816,0.15133518,high,9
226,0.55860066,0.08179496,1.0594667,0.13070795,high,8
227,0.42874545,0.2144556,1.0136286,0.40563625,low,1
228,0.43504572,0.23543431,1.0247781,0.12816812,low,7
229,0.5841654,0.14275661,1.0277847,0.11297912,high,3
230,0.52093434,0.1119509,1.1145625,0.106190145,medium,3
231,0.44351578,0.066894956,1.0732242,0.3194012,low,1
232,0.61468685,0.13878897,1.1056957,0.10139127,high,8
233,0.5229219,0.25013164,1.0762883,0.11198952,medium,4
234,0.477665,0.10626359,1.0196899,0.10803779,medium,5
235,0.5139182,0.05516226,1.07906,0.13988116,medium,9
236,0.5098114,0.13502567,0.9813832,0.13917024,medium,0
237,0.49976546,0.17491186,1.0785061,0.09584857,medium,0
238,0.5226207,0.12014485,1.0139498,0.07808871,medium,2
239,0.54611075,0.22394751,1.0061475,0.10669792,high,2
240,0.5307158,0.09388886,0.98287517,0.16791044,high,9
241,0.5306863,0.11070705,1.0734774,0.12341612,high,4
242,0.33300942,0.06987431,1.79102,0.13283812,low,2
243,0.46482068,0.30530512,1.0274818,0.138611,low,4
244,0.53474605,0.098719835,1.1073658,0.07938269,high,3
245,0.5503692,0.16982616,1.0105693,0.13763888,high,6
246,0.3171165,0.11494004,1.4467534,0.20536116,low,1
247,0.47231942,0.13299859,1.0978109,0.0983055,low,3
248,0.5365355,0.14142822,0.98188007,0.13256624,high,5
249,0.5110276,0.13011518,0.998037,0.11224489,medium,2
250,0.56824565,0.26194748,1.0227087,0.1425653,high,6
251,0.5353656,0.107117295,1.0475518,0.09951723,high,3
252,0.55450535,0.11147505,1.0138065,0.10322069,high,2
253,0.5290314,0.12449567,1.0687917,0.08491805,high,6
254,0.47311097,0.097924426,1.2306703,0.117018394,low,1
255,0.5648674,0.11615204,1.0813172,0.0856465,high,5
256,0.5437883,0.1278052,1.0316199,0.12568118,high,4
257,0.53461075,0.06890359,1.1280788,0.059478182,high,8
258,0.4806733,0.124035314,0.9905187,0.44637138,medium,1
259,0.5217835,0.26677534,1.0275197,0.08636002,medium,0
260,0.4768986,0.11474149,0.9908833,0.1445232,medium,3
261,0.42826837,0.13761002,1.1410321,0.33910155,low,1
262,0.55244243,0.29431123,1.0102897,0.119413815,high,7
263,0.4829445,0.10231465,1.1577915,0.06683969,medium,6
264,0.5384877,0.109042525,1.1605337,0.08631587,high,8
265,0.45289874,0.1558912,1.1869221,0.0676322,low,6
266,0.40947443,0.19828759,1.0302247,0.08533101,low,0
267,0.6086947,0.15582825,1.054938,0.098454416,high,5
268,0.5603494,0.08984366,1.0517591,0.08640436,high,8
269,0.50548077,0.11404586,1.0845962,0.118701965,medium,9
270,0.5473387,0.05947122,1.4401003,0.07761024,high,7
271,0.47933257,0.17003812,1.1745135,0.117697,medium,5
272,0.33443683,0.059599973,1.5419344,0.1999625,low,1
273,0.48559058,0.07785918,1.157596,0.093367286,medium,2
274,0.50217724,0.083466485,1.0697316,0.113081366,medium,3
275,0.5176476,0.10062933,1.0238147,0.107201844,medium,0
276,0.40761417,0.105898544,1.113603,0.11507585,low,9
277,0.5244308,0.10244321,1.2213088,0.06133705,medium,2
278,0.52390975,0.10139928,1.0843475,0.09756726,medium,8
279,0.51097786,0.08110558,1.0546148,0.11730542,medium,7
280,0.48810625,0.1638923,1.0574114,0.050979614,medium,6
281,0.4754281,0.18238078,1.0346241,0.12137525,medium,6
282,0.43936163,0.18239474,0.9897242,0.13124028,low,6
283,0.5093796,0.08802664,1.0731413,0.11196222,medium,8
284,0.56497765,0.09208635,1.0263358,0.13264057,high,8
285,0.53411305,0.049085468,1.1072942,0.07167684,high,3
286,0.5522875,0.12716058,1.0117694,0.13731042,high,6
287,0.54473674,0.13570088,1.1226405,0.086237706,high,5
288,0.46953082,0.09748926,1.3239167,0.08067773,low,4
289,0.51835895,0.13310461,1.0770812,0.0943629,medium,6
290,0.38640267,0.16984016,0.9785163,0.4544437,low,1
291,0.48486942,0.11584427,0.9901772,0.0998207,medium,0
292,0.5955092,0.10869331,1.0615115,0.11276251,high,3
293,0.5664389,0.14874895,1.1457372,0.09516071,high,5
294,0.4710601,0.062234208,1.147505,0.08152268,low,2
295,0.54721594,0.20309348,1.0053209,0.11537682,high,5
296,0.5407161,0.12429379,1.2135235,0.056486644,high,0
297,0.4712652,0.13944358,1.0088907,0.15433441,low,4
298,0.49964243,0.13942328,0.9869846,0.096729994,medium,0
299,0.4073032,0.35338628,0.9903834,0.39162332,low,1
300,0.43466097,0.19287756,1.0675061,0.12766513,low,4
301,0.56494504,0.115675956,1.104847,0.11253816,high,8
302,0.5023004,0.075387985,1.0096586,0.124613926,medium,4
303,0.4593252,0.12251624,1.0535572,0.14602683,low,8
304,0.49609149,0.09443955,1.0780985,0.069305904,medium,0
305,0.5538211,0.121123634,1.0292403,0.09203007,high,8
306,0.47683161,0.109365836,1.0287602,0.0852396,medium,5
307,0.57828,0.12278446,1.0624343,0.13404208,high,7
308,0.4556393,0.0896151,1.2435871,0.20432602,low,1
309,0.4536407,0.18401274,1.0439925,0.11154876,low,5
310,0.52787477,0.27437696,1.0939356,0.101810165,medium,7
311,0.49296516,0.13139375,1.0368594,0.11867108,medium,9
312,0.5578401,0.1326978,0.99333996,0.1487605,high,8
313,0.5024967,0.27312315,0.97480744,0.1420622,medium,5
314,0.52139497,0.062725954,1.1377417,0.053558264,medium,2
315,0.43849325,0.18918078,1.0346227,0.1286097,low,7
316,0.45025527,0.17137364,1.1725891,0.2765151,low,1
317,0.49249136,0.16823998,1.0925281,0.112347074,medium,9
318,0.47928745,0.23553038,0.9695282,0.14950287,medium,0
319,0.4614082,0.09198197,1.0959307,0.128207,low,9
320,0.57290304,0.06035206,1.3010774,0.0847825,high,4
321,0.50281245,0.14289755,1.0030856,0.11016558,medium,6
322,0.48435354,0.15784895,1.0148717,0.14323424,medium,5
323,0.4970997,0.123355225,1.078855,0.08388213,medium,6
324,0.46685004,0.2292721,1.0437664,0.37651932,low,1
325,0.5667523,0.07669542,1.1445324,0.1097862,high,5
326,0.37345296,0.18950868,1.0273654,0.40232906,low,1
327,0.5247677,0.24279852,1.0164,0.13477007,medium,6
328,0.5078562,0.14682947,1.0796239,0.107891716,medium,6
329,0.5418546,0.18325491,1.042937,0.09580771,high,6
330,0.47348177,0.13837615,1.2014664,0.053633884,low,2
331,0.46998084,0.14970295,1.1163086,0.096624196,low,0
332,0.4957381,0.09963178,1.0580004,0.13693842,medium,4
333,0.5282731,0.14132892,1.0974525,0.08820815,medium,7
334,0.5116957,0.12852944,1.1891758,0.080099344,medium,7
335,0.49475414,0.08259631,0.992283,0.14531955,medium,8
336,0.49779642,0.35331112,1.0108638,0.15799275,medium,7
337,0.53585213,0.13092779,0.97840625,0.1500089,high,6
338,0.48608553,0.05333898,1.1057417,0.11114844,medium,4
339,0.45624197,0.108340256,1.1444799,0.08227623,low,9
340,0.43849128,0.23503032,1.0300218,0.064864695,low,7
341,0.5313282,0.14569245,0.97295356,0.14937691,high,5
342,0.51903796,0.10835612,1.0689137,0.09028134,medium,3
343,0.49425942,0.097887166,1.0092404,0.11859832,medium,0
344,0.5349827,0.14002798,0.9897795,0.13797635,high,5
345,0.42975205,0.15063484,1.0488641,0.12828557,low,6
346,0.33948934,0.12961276,0.98290485,0.41995198,low,1
347,0.48245394,0.10138531,1.0290568,0.13649471,medium,6
348,0.45113993,0.20384921,1.1020705,0.10240836,low,0
349,0.47569323,0.06189668,1.0339154,0.10332201,medium,3
350,0.46998662,0.08590206,1.1528499,0.10737035,low,9
351,0.44241232,0.16560145,1.1335284,0.09825671,low,6
352,0.43213546,0.058532115,1.0149934,0.119706705,low,0
353,0.5588219,0.09061752,1.1942726,0.08462274,high,8
354,0.37553704,0.054845516,1.4470431,0.15362854,low,1
355,0.5252354,0.09900401,1.0181686,0.13975386,medium,8
356,0.44763017,0.26915336,1.0537674,0.06795985,low,3
357,0.49550927,0.12592156,1.2563419,0.0911194,medium,8
358,0.5547519,0.15375975,1.0177864,0.11725972,high,5
359,0.40176088,0.25953573,1.2243465,0.056659605,low,0
360,0.5067414,0.08438768,1.0231903,0.12939976,medium,8
361,0.48104334,0.075030014,1.0696889,0.14047365,medium,5
362,0.5034585,0.13140668,1.0286996,0.10223704,medium,5
363,0.58524954,0.11010861,1.0924968,0.0926535,high,3
364,0.4966662,0.12294625,1.1478057,0.109937236,medium,6
365,0.53710115,0.10514626,1.0813147,0.11384886,high,3
366,0.5760045,0.10847813,1.0190358,0.14569673,high,7
367,0.47583777,0.14054109,0.97300494,0.13403346,medium,5
368,0.43093073,0.19405378,0.99321556,0.423748,low,1
369,0.4812069,0.10846293,1.0086875,0.14839238,medium,4
370,0.5916966,0.082363434,1.1836317,0.089279614,high,8
371,0.55279225,0.29105332,1.0965226,0.081307724,high,3
372,0.47994465,0.081314705,1.2534175,0.08831552,medium,8
373,0.5511527,0.11932968,1.1250508,0.092503995,high,9
374,0.52651966,0.121103376,1.0233595,0.10184439,medium,5
375,0.44906944,0.15841432,1.1199269,0.1210834,low,4
376,0.57060206,0.10559417,1.1028793,0.113107204,high,5
377,0.35602957,0.29923874,1.0573529,0.21382818,low,1
378,0.5176475,0.13263127,1.0347161,0.108207196,medium,5
379,0.5462599,0.13640152,0.9933931,0.12692776,high,0
380,0.58360124,0.16107915,1.1600777,0.07244253,high,2
381,0.5799824,0.06135174,1.2482948,0.079937294,high,5
382,0.4547739,0.09409166,1.2390584,0.12661321,low,8
383,0.5349829,0.100155056,1.2235576,0.0989611,high,4
384,0.48418152,0.08383165,1.4174173,0.05046864,medium,2
385,0.46800655,0.12151187,1.0438981,0.10383309,low,0
386,0.550151,0.068037964,1.0797144,0.1119371,high,3
387,0.43786383,0.22478265,1.1516494,0.23955573,low,1
388,0.46150643,0.13852692,1.1009234,0.11429858,low,6
389,0.51709265,0.12795231,1.203419,0.09789651,medium,8
390,0.44681698,0.12974331,1.010002,0.0852158,low,0
391,0.57209456,0.0975837,1.0730573,0.07745997,high,8
392,0.46241212,0.1977798,1.0594194,0.091484405,low,6
393,0.5700284,0.07201469,1.1061598,0.10066101,high,4
394,0.5790577,0.08707597,1.0685009,0.12109065,high,3
395,0.53153926,0.25115928,1.0272753,0.14820586,high,9
396,0.5772668,0.100045554,1.1051576,0.08063772,high,3
397,0.5657152,0.07217946,1.0696673,0.103300035,high,5
398,0.5337455,0.08553094,1.3898551,0.0526101,high,0
399,0.57219464,0.1383942,1.1383764,0.085639015,high,3
400,0.39852828,0.15127563,0.970876,0.45334142,low,1
401,0.49249846,0.12895487,1.0112387,0.16437909,medium,4
402,0.53466976,0.12801713,1.010985,0.12314702,high,7
403,0.48589343,0.16797093,1.002473,0.15391517,medium,9
404,0.5572982,0.093813755,1.0839901,0.10051281,high,8
405,0.3862667,0.2512267,1.0726626,0.25949997,low,1
406,0.5879394,0.05377765,1.2221496,0.063224316,high,8
407,0.54714584,0.16987827,1.1837845,0.09492062,high,4
408,0.46375334,0.19731255,1.1549127,0.09354904,low,6
409,0.2670632,0.18053983,0.99488527,0.37956923,low,1
410,0.53802943,0.15734808,1.0224862,0.15016659,high,4
411,0.44290453,0.08434205,1.0401468,0.08488959,low,2
412,0.5174898,0.09410162,1.1734812,0.09262023,medium,7
413,0.49804342,0.1614817,1.1277186,0.110898644,medium,4
414,0.46820468,0.10766116,1.2745954,0.080814384,low,9
415,0.43991172,0.095192604,1.3087157,0.08625853,low,8
416,0.45405942,0.1499706,1.2422199,0.076129384,low,3
417,0.589676,0.17077401,1.0170873,0.08025369,high,2
418,0.45092046,0.15908588,1.06089,0.14276199,low,7
419,0.51391166,0.0062891725,3.1344252,0.03834313,medium,7
420,0.581473,0.12696028,0.9945042,0.14478949,high,7
421,0.52881026,0.09056891,1.0790007,0.080168486,high,5
422,0.48838025,0.13416716,1.0003377,0.10040919,medium,0
423,0.38670492,0.15873614,1.0373639,0.3225083,low,1
424,0.5040456,0.10481117,0.993698,0.13616887,medium,6
425,0.46521086,0.08176688,1.325775,0.07935951,low,4
426,0.43983728,0.1354524,1.0654724,0.11379997,low,9
427,0.45352662,0.068825334,1.1234703,0.11191249,low,8
428,0.33430123,0.06596011,2.6672616,0.039121795,low,7
429,0.396599,0.30279624,1.0490733,0.080954015,low,2
430,0.5285629,0.13435507,1.1266003,0.08407022,high,8
431,0.3117724,0.31931096,1.1255547,0.23685011,low,1
432,0.47512805,0.18075724,1.1447946,0.06631557,medium,6
433,0.43441683,0.07284189,1.2887176,0.06338589,low,7
434,0.5496888,0.1670169,1.1063876,0.10596978,high,9
435,0.48925012,0.054181766,1.2090876,0.06981106,medium,8
436,0.51125836,0.09729475,1.0918671,0.11553152,medium,3
437,0.51231766,0.2957732,0.9742483,0.1851893,medium,7
438,0.5842106,0.14695485,1.1330227,0.06929515,high,3
439,0.53089845,0.12986863,1.0430942,0.13328888,high,3
440,0.4859407,0.20367092,1.0938962,0.07105055,medium,0
441,0.52170706,0.08062156,1.0660412,0.09667333,medium,5
442,0.4294722,0.19973426,1.1335386,0.070143,low,6
443,0.58919775,0.19134322,1.0213442,0.13305262,high,8
444,0.56980455,0.20797186,1.1695937,0.102390945,high,7
445,0.43106592,0.14428969,1.365845,0.1906007,low,1
446,0.49801046,0.104868725,1.150997,0.09155164,medium,0
447,0.5021781,0.071884535,1.2406951,0.060143344,medium,2
448,0.4627927,0.15367895,1.1065358,0.08963786,low,3
449,0.49486178,0.1392501,1.0263649,0.12686624,medium,8
450,0.4966299,0.1750103,1.0211185,0.086703256,medium,5
451,0.48482656,0.1866587,1.2563714,0.07128952,medium,6
452,0.50160897,0.09618239,1.2726932,0.054276485,medium,3
453,0.5398207,0.10846681,1.4228077,0.049065653,high,2
454,0.30023926,0.23110943,0.98478514,0.4926414,low,1
455,0.40235913,0.12564076,1.135619,0.0954256,low,0
456,0.5138661,0.16584074,0.98842025,0.15948775,medium,4
457,0.5041148,0.1783606,1.1543654,0.097229145,medium,5
458,0.4804715,0.22761379,1.0116702,0.1344421,medium,0
459,0.5347997,0.10019269,1.0853158,0.08710313,high,0
460,0.47811615,0.09435995,1.0559993,0.1354571,medium,4
